Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CarInsurance,Duration,CallStartHour,CallStartMinute,CallStartSecond
CI487,60,services,single,primary,no,3461,no,no,cellular,26,may,2,112,2,failure,10:05:02,10:06:36,no,94.0,10,5,2
CI488,41,technician,married,tertiary,no,490,yes,no,cellular,4,aug,1,-1,0,NA,13:37:29,13:40:31,no,182.0,13,37,29
CI489,42,retired,married,secondary,no,1775,yes,no,telephone,5,feb,5,-1,0,NA,13:05:21,13:09:57,no,276.0,13,5,21
CI490,45,entrepreneur,single,tertiary,no,2128,no,yes,cellular,20,nov,3,-1,0,NA,09:15:25,09:16:13,no,48.0,9,15,25
CI491,54,self-employed,single,primary,no,440,no,no,cellular,19,nov,1,-1,0,NA,17:23:00,17:24:29,no,89.0,17,23,0
CI492,60,self-employed,single,tertiary,no,5,no,no,cellular,14,aug,5,-1,0,NA,13:37:56,13:45:09,no,433.0,13,37,56
CI493,34,management,divorced,tertiary,no,72,yes,no,cellular,7,jul,5,-1,0,NA,10:12:01,10:16:34,no,273.0,10,12,1
CI494,27,management,divorced,tertiary,no,535,no,no,cellular,15,feb,1,91,2,success,13:21:03,13:23:54,yes,171.0,13,21,3
CI495,26,entrepreneur,divorced,tertiary,no,33,no,no,cellular,23,jul,7,-1,0,NA,13:09:58,13:11:29,no,91.0,13,9,58
CI496,41,entrepreneur,divorced,secondary,no,454,yes,no,NA,4,jun,2,-1,0,NA,10:29:27,10:33:54,no,267.0,10,29,27
CI497,31,entrepreneur,single,tertiary,no,4182,yes,no,cellular,4,may,2,-1,0,NA,17:17:31,17:23:18,yes,347.0,17,17,31
CI498,42,retired,single,primary,no,356,no,no,cellular,19,aug,4,-1,0,NA,13:22:05,13:24:14,no,129.0,13,22,5
CI499,42,management,single,tertiary,no,165,yes,no,NA,23,may,2,-1,0,NA,14:11:31,14:17:04,no,333.0,14,11,31
CI500,29,retired,divorced,tertiary,no,1566,yes,no,NA,4,jun,1,-1,0,NA,15:43:55,15:47:48,no,233.0,15,43,55
CI501,59,student,single,primary,no,671,yes,no,cellular,15,may,2,332,3,failure,10:52:24,10:53:21,no,57.0,10,52,24
CI502,36,retired,single,primary,no,630,no,no,cellular,2,feb,1,-1,0,NA,10:28:09,10:32:54,yes,285.0,10,28,9
CI503,51,services,single,primary,no,67,no,no,NA,18,jun,1,-1,0,NA,15:46:22,16:00:17,yes,835.0,15,46,22
CI504,37,entrepreneur,divorced,tertiary,no,1,yes,no,cellular,2,feb,2,200,7,other,13:31:39,13:35:22,no,223.0,13,31,39
CI505,37,self-employed,single,tertiary,no,589,yes,no,cellular,25,jul,2,-1,0,NA,16:48:14,16:53:49,no,335.0,16,48,14
CI506,44,technician,divorced,tertiary,no,733,yes,no,cellular,4,dec,2,105,5,success,12:14:14,12:20:14,yes,360.0,12,14,14
CI507,80,self-employed,single,primary,no,0,no,no,cellular,23,feb,1,189,1,failure,13:06:00,13:16:39,yes,639.0,13,6,0
CI508,33,retired,divorced,tertiary,no,383,yes,no,cellular,9,jul,1,-1,0,NA,14:38:47,14:40:52,no,125.0,14,38,47
CI509,31,entrepreneur,divorced,secondary,no,365,no,no,NA,4,jul,1,-1,0,NA,16:32:07,16:36:24,no,257.0,16,32,7
CI510,28,retired,divorced,tertiary,no,2840,no,no,cellular,20,apr,5,-1,0,NA,10:14:42,10:18:29,yes,227.0,10,14,42
CI511,26,retired,divorced,tertiary,no,943,no,no,cellular,11,nov,1,195,1,success,12:44:48,12:47:34,yes,166.0,12,44,48
CI512,31,entrepreneur,married,secondary,no,0,no,no,cellular,27,aug,6,-1,0,NA,17:25:53,17:35:34,yes,581.0,17,25,53
CI513,32,housemaid,divorced,tertiary,no,55,yes,no,cellular,15,apr,1,-1,0,NA,16:46:13,16:56:14,no,601.0,16,46,13
CI514,39,retired,divorced,tertiary,no,202,yes,no,cellular,12,may,1,301,1,other,17:20:42,17:21:41,no,59.0,17,20,42
CI515,35,management,married,tertiary,no,0,yes,no,NA,20,may,1,-1,0,NA,10:21:50,10:41:55,yes,1205.0,10,21,50
CI516,77,services,single,primary,no,29340,no,no,cellular,15,mar,1,91,2,other,16:50:53,16:55:10,yes,257.0,16,50,53
CI517,21,management,divorced,tertiary,no,820,yes,no,NA,27,jun,2,-1,0,NA,15:25:23,15:30:25,no,302.0,15,25,23
CI518,33,management,divorced,tertiary,no,476,yes,yes,cellular,17,apr,3,333,2,failure,17:42:50,17:51:54,no,544.0,17,42,50
CI519,38,retired,divorced,tertiary,no,53,no,no,NA,9,jun,1,-1,0,NA,17:46:20,17:51:00,no,280.0,17,46,20
CI520,30,retired,divorced,tertiary,no,685,no,no,cellular,5,aug,2,-1,0,NA,14:19:28,14:24:27,no,299.0,14,19,28
CI521,33,entrepreneur,divorced,tertiary,no,647,yes,yes,cellular,4,feb,1,273,1,other,14:17:39,14:19:43,no,124.0,14,17,39
CI522,26,unemployed,divorced,tertiary,no,193,no,no,cellular,3,apr,2,-1,0,NA,12:01:01,12:01:49,no,48.0,12,1,1
CI523,38,retired,divorced,tertiary,no,3141,no,no,cellular,9,nov,4,189,2,success,12:23:56,12:29:43,yes,347.0,12,23,56
CI524,43,student,single,tertiary,no,0,yes,no,cellular,8,may,1,-1,0,NA,09:23:47,09:25:58,no,131.0,9,23,47
CI525,52,self-employed,single,primary,no,618,yes,yes,cellular,10,aug,2,102,2,failure,14:15:04,14:20:56,no,352.0,14,15,4
CI526,34,student,single,primary,no,0,yes,no,cellular,10,jul,1,-1,0,NA,11:29:26,11:31:01,no,95.0,11,29,26
CI527,52,retired,single,primary,no,583,no,no,cellular,17,nov,1,91,2,failure,09:28:11,09:31:40,yes,209.0,9,28,11
CI528,32,management,single,tertiary,no,356,yes,no,cellular,8,may,3,-1,0,NA,12:25:25,12:32:56,no,451.0,12,25,25
CI529,30,management,single,primary,no,336,no,no,cellular,10,jul,6,-1,0,NA,13:04:49,13:06:57,no,128.0,13,4,49
CI530,28,self-employed,divorced,tertiary,no,781,yes,no,cellular,17,apr,1,-1,0,NA,10:22:26,10:23:18,no,52.0,10,22,26
CI531,36,entrepreneur,single,tertiary,no,331,no,no,cellular,22,aug,4,-1,0,NA,17:44:15,17:48:14,no,239.0,17,44,15
CI532,24,unemployed,divorced,tertiary,no,82,yes,no,NA,5,may,2,-1,0,NA,17:40:08,17:43:32,no,204.0,17,40,8
CI533,49,housemaid,single,tertiary,no,884,yes,no,telephone,8,jul,3,-1,0,NA,09:18:29,09:21:50,no,201.0,9,18,29
CI534,32,housemaid,single,tertiary,no,983,yes,no,cellular,20,nov,2,133,1,failure,16:57:59,17:06:19,yes,500.0,16,57,59
CI535,30,retired,divorced,tertiary,no,364,no,no,cellular,30,apr,2,-1,0,NA,11:03:20,11:08:26,yes,306.0,11,3,20
CI536,40,housemaid,single,secondary,no,0,no,no,cellular,31,jul,34,-1,0,NA,09:59:46,10:00:52,no,66.0,9,59,46
CI537,28,retired,divorced,tertiary,no,390,no,no,cellular,29,sep,1,232,4,success,10:04:09,10:18:14,yes,845.0,10,4,9
CI538,55,entrepreneur,single,tertiary,no,2055,yes,no,NA,16,may,4,-1,0,NA,09:46:04,10:03:07,no,1023.0,9,46,4
CI539,48,management,single,secondary,no,2201,yes,no,NA,29,may,2,-1,0,NA,14:37:22,14:43:26,no,364.0,14,37,22
CI540,52,management,single,tertiary,no,955,no,yes,cellular,3,feb,1,48,3,success,13:37:01,13:39:34,yes,153.0,13,37,1
CI541,32,housemaid,single,tertiary,no,8043,yes,no,cellular,21,nov,1,-1,0,NA,10:01:59,10:05:21,no,202.0,10,1,59
CI542,45,housemaid,married,tertiary,no,608,yes,yes,cellular,7,may,3,323,30,failure,12:15:33,12:34:28,yes,1135.0,12,15,33
CI543,43,retired,single,primary,no,79,no,no,cellular,26,may,1,-1,0,NA,10:05:50,10:16:30,yes,640.0,10,5,50
CI544,59,services,single,tertiary,no,1341,no,no,cellular,27,aug,2,97,1,other,10:50:27,10:53:01,no,154.0,10,50,27
CI545,44,management,divorced,tertiary,no,712,yes,yes,cellular,6,apr,3,-1,0,NA,09:10:09,09:22:29,yes,740.0,9,10,9
CI546,56,admin.,married,primary,no,29,no,no,cellular,29,jan,2,227,1,failure,13:24:32,13:25:24,no,52.0,13,24,32
CI547,35,entrepreneur,divorced,tertiary,no,225,yes,no,cellular,18,may,5,-1,0,NA,14:45:42,14:45:49,no,7.0,14,45,42
CI548,46,management,single,tertiary,no,0,no,no,cellular,14,aug,4,-1,0,NA,13:43:23,13:44:24,no,61.0,13,43,23
CI549,40,management,single,tertiary,yes,94,yes,yes,NA,7,may,1,-1,0,NA,11:24:19,11:28:06,no,227.0,11,24,19
CI550,49,retired,single,tertiary,no,99,yes,no,cellular,6,may,2,343,1,failure,15:05:15,15:16:42,yes,687.0,15,5,15
CI551,54,admin.,single,tertiary,no,0,no,yes,cellular,15,jul,4,-1,0,NA,13:01:27,13:04:56,no,209.0,13,1,27
CI552,57,retired,single,primary,no,1357,yes,yes,cellular,18,nov,2,-1,0,NA,17:53:17,17:54:54,no,97.0,17,53,17
CI553,35,retired,single,primary,no,0,no,no,cellular,22,may,1,-1,0,NA,14:30:46,14:32:24,no,98.0,14,30,46
CI554,58,services,single,primary,no,2074,no,no,cellular,18,jun,2,-1,0,NA,11:31:23,11:35:42,yes,259.0,11,31,23
CI555,54,retired,single,primary,no,8295,no,no,cellular,2,oct,2,119,1,success,17:03:01,17:17:10,yes,849.0,17,3,1
CI556,32,retired,single,primary,no,2516,no,no,cellular,17,nov,1,-1,0,NA,11:08:22,11:18:17,no,595.0,11,8,22
CI557,34,retired,divorced,tertiary,no,11350,yes,no,cellular,15,may,1,176,1,failure,15:14:20,15:16:53,no,153.0,15,14,20
CI558,52,retired,single,primary,no,7135,no,no,cellular,19,aug,3,-1,0,NA,13:45:24,14:02:36,yes,1032.0,13,45,24
CI559,31,management,single,primary,no,290,yes,no,cellular,15,may,1,291,3,failure,12:06:11,12:08:39,no,148.0,12,6,11
CI560,56,management,single,tertiary,no,249,yes,no,NA,29,may,2,-1,0,NA,09:40:41,09:53:52,yes,791.0,9,40,41
CI561,32,entrepreneur,divorced,tertiary,no,674,yes,yes,cellular,15,apr,1,316,3,failure,09:44:00,09:46:49,no,169.0,9,44,0
CI562,47,retired,single,primary,no,0,no,yes,cellular,21,aug,1,-1,0,NA,10:56:31,11:02:45,yes,374.0,10,56,31
CI563,49,management,divorced,primary,no,2146,yes,no,cellular,7,may,2,353,2,other,11:40:44,12:06:00,yes,1516.0,11,40,44
CI564,29,retired,single,primary,no,51,yes,no,cellular,17,jul,5,-1,0,NA,17:19:29,17:41:28,yes,1319.0,17,19,29
CI565,38,entrepreneur,single,tertiary,no,226,yes,no,NA,30,may,3,-1,0,NA,12:52:23,13:05:05,yes,762.0,12,52,23
CI566,50,management,single,primary,no,604,no,no,cellular,5,aug,1,-1,0,NA,10:07:37,10:09:21,no,104.0,10,7,37
CI567,33,entrepreneur,single,tertiary,no,218,yes,yes,cellular,10,aug,1,161,4,failure,15:57:04,15:59:46,no,162.0,15,57,4
CI568,47,management,single,primary,no,1707,no,no,cellular,27,aug,7,-1,0,NA,10:29:13,10:30:24,no,71.0,10,29,13
CI569,27,entrepreneur,divorced,tertiary,no,204,no,no,cellular,28,jul,2,-1,0,NA,10:44:04,10:51:55,yes,471.0,10,44,4
CI570,67,services,single,tertiary,no,203,no,no,cellular,11,oct,1,266,2,success,10:39:38,10:46:23,yes,405.0,10,39,38
CI571,33,technician,divorced,tertiary,no,3160,no,no,NA,18,jun,13,-1,0,NA,17:38:39,17:50:38,no,719.0,17,38,39
CI572,27,entrepreneur,divorced,secondary,no,555,no,no,NA,11,jun,9,-1,0,NA,16:24:41,16:28:41,no,240.0,16,24,41
CI573,32,management,single,tertiary,no,225,yes,no,cellular,17,apr,1,150,1,failure,16:51:46,17:01:20,yes,574.0,16,51,46
CI574,66,services,single,tertiary,no,3409,no,no,cellular,15,nov,2,27,6,failure,15:16:35,15:23:29,no,414.0,15,16,35
CI575,32,retired,divorced,tertiary,no,1160,yes,yes,NA,11,jun,2,-1,0,NA,17:56:01,18:03:31,no,450.0,17,56,1
CI576,41,housemaid,single,tertiary,no,0,yes,yes,cellular,4,jun,2,122,2,failure,16:32:27,16:38:19,yes,352.0,16,32,27
CI577,38,housemaid,single,primary,no,175,no,no,NA,17,jun,2,-1,0,NA,12:45:32,12:47:44,no,132.0,12,45,32
CI578,54,management,single,secondary,no,6251,yes,no,NA,29,may,3,-1,0,NA,12:23:02,12:30:03,no,421.0,12,23,2
CI579,35,technician,married,primary,no,118,no,no,NA,20,jun,4,-1,0,NA,16:57:51,16:58:03,no,12.0,16,57,51
CI580,57,retired,single,tertiary,no,7162,no,no,cellular,17,nov,1,-1,0,NA,09:04:38,09:06:01,no,83.0,9,4,38
CI581,44,admin.,single,tertiary,no,860,yes,yes,cellular,6,may,2,295,5,failure,15:14:36,15:16:12,no,96.0,15,14,36
CI582,53,entrepreneur,divorced,tertiary,no,925,no,no,cellular,25,aug,3,-1,0,NA,14:29:22,14:44:52,yes,930.0,14,29,22
CI583,45,student,married,secondary,no,963,yes,no,cellular,12,may,5,-1,0,NA,09:46:55,09:55:43,yes,528.0,9,46,55
CI584,33,entrepreneur,single,tertiary,no,3243,no,no,cellular,12,aug,4,-1,0,NA,14:37:49,14:45:08,yes,439.0,14,37,49
CI585,29,entrepreneur,divorced,tertiary,no,262,yes,yes,cellular,29,jul,9,-1,0,NA,09:07:02,09:15:32,no,510.0,9,7,2
CI586,40,retired,divorced,tertiary,no,80,yes,no,cellular,30,jan,3,-1,0,NA,15:37:45,15:40:47,no,182.0,15,37,45
CI587,70,self-employed,married,primary,no,1311,no,no,cellular,11,aug,1,-1,0,NA,15:06:21,15:17:12,yes,651.0,15,6,21
CI588,38,entrepreneur,single,secondary,no,90,yes,yes,NA,8,may,2,-1,0,NA,12:10:56,12:11:16,no,20.0,12,10,56
CI589,39,management,single,primary,no,7304,yes,no,NA,28,may,1,-1,0,NA,12:02:39,12:06:15,no,216.0,12,2,39
CI590,45,management,single,tertiary,no,4646,yes,no,NA,13,may,1,-1,0,NA,16:54:58,16:56:56,no,118.0,16,54,58
CI591,31,entrepreneur,single,tertiary,no,297,no,no,cellular,19,aug,4,-1,0,NA,16:45:59,16:55:10,no,551.0,16,45,59
CI592,34,management,divorced,tertiary,no,215,no,no,cellular,3,mar,3,-1,0,NA,13:15:55,13:21:45,yes,350.0,13,15,55
CI593,27,unemployed,divorced,tertiary,no,2015,no,no,cellular,25,jan,1,245,1,other,16:02:36,16:04:03,no,87.0,16,2,36
CI594,60,technician,single,tertiary,no,106,no,no,cellular,24,feb,1,187,4,success,16:36:26,16:38:43,yes,137.0,16,36,26
CI595,63,admin.,single,primary,no,2287,no,no,telephone,1,sep,1,-1,0,NA,16:08:54,16:17:04,no,490.0,16,8,54
CI596,33,entrepreneur,married,tertiary,no,488,no,no,cellular,5,aug,2,-1,0,NA,09:31:53,09:37:25,no,332.0,9,31,53
CI597,48,housemaid,married,primary,no,2805,no,yes,cellular,23,jul,2,-1,0,NA,09:21:01,09:24:33,no,212.0,9,21,1
CI598,29,technician,single,tertiary,no,19,no,no,cellular,28,jan,1,-1,0,NA,10:09:39,10:10:59,no,80.0,10,9,39
CI599,35,student,divorced,tertiary,no,1129,yes,no,cellular,21,nov,2,184,2,failure,14:17:34,14:18:38,no,64.0,14,17,34
CI600,49,entrepreneur,divorced,tertiary,no,97,yes,no,NA,6,jun,2,-1,0,NA,14:17:32,14:19:04,no,92.0,14,17,32
CI601,50,technician,divorced,tertiary,no,167,no,yes,cellular,4,feb,2,191,3,failure,17:59:42,18:05:28,no,346.0,17,59,42
CI602,35,entrepreneur,single,tertiary,no,0,no,no,cellular,11,jul,2,-1,0,NA,17:55:49,18:00:20,no,271.0,17,55,49
CI603,27,management,divorced,tertiary,yes,3,yes,no,NA,19,may,5,-1,0,NA,15:56:48,16:01:13,no,265.0,15,56,48
CI604,43,self-employed,divorced,primary,no,800,yes,no,cellular,13,may,1,-1,0,NA,09:51:58,10:07:00,yes,902.0,9,51,58
CI605,32,entrepreneur,divorced,tertiary,no,1855,no,no,cellular,15,sep,2,134,1,other,15:12:23,15:14:29,yes,126.0,15,12,23
CI606,27,technician,divorced,primary,no,9,no,yes,cellular,9,jul,2,-1,0,NA,10:57:49,11:13:08,yes,919.0,10,57,49
CI607,37,entrepreneur,single,tertiary,no,1610,no,no,NA,16,jun,2,-1,0,NA,12:20:26,12:22:46,no,140.0,12,20,26
CI608,34,housemaid,single,tertiary,no,790,yes,no,cellular,20,apr,2,350,1,failure,13:15:22,13:25:01,no,579.0,13,15,22
CI609,39,management,single,tertiary,no,2245,no,no,cellular,21,nov,2,-1,0,NA,17:03:33,17:16:02,yes,749.0,17,3,33
CI610,46,retired,single,tertiary,no,12186,no,no,NA,20,jun,3,-1,0,NA,14:06:05,14:06:34,no,29.0,14,6,5
CI611,34,management,single,tertiary,no,436,yes,no,NA,26,may,1,-1,0,NA,09:47:15,09:52:32,no,317.0,9,47,15
CI612,35,management,single,primary,no,994,yes,no,NA,23,may,8,-1,0,NA,11:39:19,12:01:48,yes,1349.0,11,39,19
CI613,45,management,single,tertiary,no,7895,yes,no,cellular,4,feb,1,-1,0,NA,17:26:24,17:40:56,yes,872.0,17,26,24
CI614,29,management,divorced,primary,no,231,yes,no,NA,28,may,1,-1,0,NA,11:28:05,11:30:07,no,122.0,11,28,5
CI615,46,management,single,tertiary,no,926,no,no,cellular,7,jul,5,-1,0,NA,13:15:00,13:21:25,yes,385.0,13,15,0
CI616,45,management,married,primary,no,207,no,no,cellular,15,jul,2,-1,0,NA,09:19:56,09:34:34,yes,878.0,9,19,56
CI617,43,management,single,tertiary,no,2160,no,no,cellular,8,sep,1,98,1,success,14:16:01,14:20:22,yes,261.0,14,16,1
CI618,75,services,married,primary,no,37127,no,no,cellular,11,feb,1,-1,0,NA,14:44:12,14:52:37,no,505.0,14,44,12
CI619,49,housemaid,single,tertiary,no,2416,yes,no,cellular,16,apr,1,-1,0,NA,11:37:57,12:00:43,yes,1366.0,11,37,57
CI620,33,technician,married,tertiary,no,661,yes,no,cellular,18,nov,1,173,2,other,15:44:04,15:50:55,no,411.0,15,44,4
CI621,37,entrepreneur,single,secondary,no,189,no,no,cellular,16,jun,2,-1,0,NA,12:33:44,12:36:26,yes,162.0,12,33,44
CI622,41,housemaid,single,tertiary,no,121,yes,no,cellular,17,apr,1,324,1,other,11:31:43,11:32:24,no,41.0,11,31,43
CI623,57,retired,single,primary,no,9103,no,yes,NA,20,jun,2,-1,0,NA,15:49:58,16:08:16,yes,1098.0,15,49,58
CI624,39,retired,single,tertiary,no,11835,yes,no,cellular,11,aug,2,-1,0,NA,12:53:40,13:06:04,yes,744.0,12,53,40
CI625,59,management,single,primary,no,320,yes,no,NA,15,may,1,-1,0,NA,15:42:21,15:53:56,yes,695.0,15,42,21
CI626,49,self-employed,single,primary,no,640,no,no,telephone,13,aug,4,-1,0,NA,17:37:04,17:40:38,no,214.0,17,37,4
CI627,34,management,single,secondary,no,391,yes,yes,NA,23,may,2,-1,0,NA,09:01:47,09:02:21,no,34.0,9,1,47
CI628,40,management,single,tertiary,no,1161,yes,yes,NA,16,may,8,-1,0,NA,10:53:24,10:58:16,no,292.0,10,53,24
CI629,39,entrepreneur,single,tertiary,no,597,yes,no,NA,21,may,2,-1,0,NA,17:15:49,17:20:47,no,298.0,17,15,49
CI630,32,retired,divorced,tertiary,no,2551,yes,no,cellular,21,jul,3,-1,0,NA,15:16:01,15:26:39,yes,638.0,15,16,1
CI631,43,technician,single,primary,no,519,no,no,NA,20,jun,2,-1,0,NA,14:40:48,14:57:01,yes,973.0,14,40,48
CI632,47,management,single,primary,no,1480,no,no,cellular,28,aug,5,-1,0,NA,16:54:12,17:01:52,no,460.0,16,54,12
CI633,23,entrepreneur,divorced,tertiary,yes,150,yes,yes,NA,6,jun,5,-1,0,NA,09:46:28,09:47:34,no,66.0,9,46,28
CI634,37,entrepreneur,single,tertiary,no,1109,yes,no,cellular,12,may,1,354,5,failure,12:31:19,12:32:21,no,62.0,12,31,19
CI635,27,entrepreneur,divorced,tertiary,no,299,yes,no,cellular,5,feb,7,-1,0,NA,11:53:43,11:54:12,no,29.0,11,53,43
CI636,34,retired,divorced,secondary,no,1534,yes,no,cellular,16,apr,1,147,7,other,17:09:05,17:11:41,no,156.0,17,9,5
CI637,39,retired,single,primary,no,2763,yes,no,NA,2,jun,2,-1,0,NA,11:38:28,11:47:14,yes,526.0,11,38,28
CI638,36,retired,single,primary,no,753,no,no,cellular,16,apr,4,-1,0,NA,14:01:15,14:02:31,no,76.0,14,1,15
CI639,30,management,divorced,tertiary,no,1622,no,no,cellular,19,nov,1,-1,0,NA,13:49:10,13:53:12,no,242.0,13,49,10
CI640,46,management,divorced,tertiary,no,44,no,no,cellular,14,aug,1,-1,0,NA,13:05:05,13:08:50,yes,225.0,13,5,5
CI641,36,management,single,tertiary,no,608,yes,no,cellular,2,feb,1,263,3,other,17:10:07,17:12:01,no,114.0,17,10,7
CI642,35,admin.,single,primary,no,0,no,no,cellular,5,may,1,168,4,failure,15:31:26,15:32:40,no,74.0,15,31,26
CI643,43,blue-collar,single,primary,no,2113,no,no,cellular,29,jul,2,-1,0,NA,12:39:57,12:40:30,no,33.0,12,39,57
CI644,38,unemployed,single,tertiary,no,134,no,no,cellular,27,aug,8,-1,0,NA,11:48:43,11:50:14,no,91.0,11,48,43
CI645,21,unemployed,divorced,secondary,no,1506,no,no,cellular,14,sep,1,-1,0,NA,14:44:55,14:50:35,yes,340.0,14,44,55
CI646,43,entrepreneur,single,tertiary,no,481,no,no,cellular,20,aug,2,-1,0,NA,15:55:34,15:58:50,no,196.0,15,55,34
CI647,48,retired,single,primary,no,1,no,no,telephone,10,nov,1,-1,0,NA,10:54:38,10:58:46,yes,248.0,10,54,38
CI648,38,technician,single,primary,no,2812,yes,no,cellular,30,apr,1,-1,0,NA,16:41:59,16:55:49,yes,830.0,16,41,59
CI649,31,housemaid,divorced,tertiary,no,1510,yes,no,cellular,13,may,4,176,1,failure,17:21:19,17:22:31,no,72.0,17,21,19
CI650,27,management,single,tertiary,no,293,yes,no,NA,26,may,3,-1,0,NA,11:48:25,11:49:35,no,70.0,11,48,25
CI651,39,retired,single,primary,no,17,yes,yes,cellular,28,aug,1,-1,0,NA,14:51:40,15:06:48,yes,908.0,14,51,40
CI652,27,entrepreneur,divorced,tertiary,no,218,yes,no,cellular,14,may,2,352,1,failure,09:01:16,09:25:38,no,1462.0,9,1,16
CI653,33,housemaid,single,tertiary,no,386,no,no,cellular,12,may,1,181,5,success,12:20:53,12:26:10,yes,317.0,12,20,53
CI654,30,management,divorced,tertiary,no,799,no,no,NA,13,jun,1,-1,0,NA,12:19:25,12:30:39,yes,674.0,12,19,25
CI655,43,self-employed,single,primary,no,410,yes,yes,cellular,30,jul,2,-1,0,NA,16:03:55,16:04:45,no,50.0,16,3,55
CI656,58,services,single,primary,no,565,no,no,telephone,7,jul,1,-1,0,NA,16:05:58,16:20:34,yes,876.0,16,5,58
CI657,62,management,single,tertiary,no,272,no,no,cellular,11,nov,1,92,3,success,11:44:03,11:48:52,yes,289.0,11,44,3
CI658,39,housemaid,single,tertiary,no,3870,yes,no,cellular,20,apr,1,-1,0,NA,10:05:52,10:07:04,no,72.0,10,5,52
CI659,37,technician,single,secondary,no,892,yes,no,cellular,30,jul,17,-1,0,NA,17:06:40,17:11:09,no,269.0,17,6,40
CI660,38,entrepreneur,single,tertiary,yes,0,no,yes,cellular,31,jul,28,-1,0,NA,10:23:40,10:24:24,no,44.0,10,23,40
CI661,51,self-employed,single,tertiary,no,3984,no,no,NA,20,jun,12,-1,0,NA,14:02:44,14:02:51,no,7.0,14,2,44
CI662,26,admin.,single,primary,yes,144,no,yes,cellular,25,jul,1,-1,0,NA,12:33:07,12:45:17,no,730.0,12,33,7
CI663,29,retired,divorced,tertiary,no,0,no,no,NA,16,may,25,-1,0,NA,12:46:07,12:46:23,no,16.0,12,46,7
CI664,32,self-employed,single,primary,no,91,yes,no,cellular,16,jul,6,-1,0,NA,15:05:43,15:07:33,no,110.0,15,5,43
CI665,47,retired,single,primary,no,109,yes,no,cellular,16,apr,2,268,1,failure,10:43:25,10:44:56,no,91.0,10,43,25
CI666,36,technician,single,primary,no,2347,yes,no,cellular,21,nov,3,-1,0,NA,14:54:01,14:54:06,no,5.0,14,54,1
CI667,43,retired,divorced,tertiary,no,2067,yes,no,NA,8,may,1,-1,0,NA,10:27:43,10:40:19,yes,756.0,10,27,43
CI668,46,technician,married,tertiary,no,2196,no,no,cellular,28,jul,5,-1,0,NA,09:43:15,09:52:48,yes,573.0,9,43,15
CI669,36,retired,divorced,tertiary,no,2163,no,no,cellular,5,jun,1,-1,0,NA,09:28:26,09:33:43,no,317.0,9,28,26
CI670,37,technician,single,tertiary,no,274,yes,no,NA,27,may,3,-1,0,NA,09:42:19,09:54:30,yes,731.0,9,42,19
CI671,45,entrepreneur,single,tertiary,no,999,yes,no,NA,16,may,2,-1,0,NA,17:47:00,17:57:56,no,656.0,17,47,0
CI672,35,housemaid,single,tertiary,no,489,yes,no,NA,9,jun,2,-1,0,NA,13:53:11,13:54:41,no,90.0,13,53,11
CI673,28,management,divorced,tertiary,no,623,no,no,NA,18,jun,41,-1,0,NA,10:27:24,10:27:49,no,25.0,10,27,24
CI674,51,admin.,single,primary,no,83,no,no,cellular,20,apr,2,-1,0,NA,13:42:56,13:47:23,yes,267.0,13,42,56
CI675,61,services,married,tertiary,no,927,no,no,cellular,30,apr,3,-1,0,NA,16:48:12,16:55:19,yes,427.0,16,48,12
CI676,33,management,divorced,tertiary,no,147,yes,no,NA,30,may,2,-1,0,NA,16:00:27,16:11:19,no,652.0,16,0,27
CI677,55,retired,married,secondary,no,1633,no,no,telephone,2,jun,1,-1,0,NA,10:52:59,10:55:07,no,128.0,10,52,59
CI678,67,services,single,secondary,no,2540,no,no,telephone,14,sep,3,92,9,success,12:34:37,12:39:16,yes,279.0,12,34,37
CI679,35,entrepreneur,single,tertiary,no,13,no,no,cellular,22,aug,2,-1,0,NA,16:07:52,16:09:26,no,94.0,16,7,52
CI680,29,entrepreneur,divorced,tertiary,no,3466,no,no,cellular,21,apr,1,-1,0,NA,09:43:52,09:48:26,yes,274.0,9,43,52
CI681,66,services,single,tertiary,no,2326,no,yes,cellular,18,feb,1,181,1,success,10:19:26,10:23:18,yes,232.0,10,19,26
CI682,54,management,single,primary,no,175,no,yes,cellular,8,jul,1,-1,0,NA,10:22:10,10:39:17,no,1027.0,10,22,10
CI683,37,retired,single,primary,no,1113,no,no,cellular,2,mar,1,182,1,success,15:28:50,15:32:39,yes,229.0,15,28,50
CI684,72,student,single,primary,no,132,no,no,cellular,27,apr,1,-1,0,NA,11:04:02,11:11:26,yes,444.0,11,4,2
CI685,43,entrepreneur,married,tertiary,no,365,yes,no,NA,4,jun,2,-1,0,NA,16:56:26,17:03:12,no,406.0,16,56,26
CI686,34,entrepreneur,divorced,tertiary,no,1279,yes,no,cellular,22,jul,2,160,8,other,17:02:12,17:05:06,yes,174.0,17,2,12
CI687,40,retired,single,primary,no,10786,no,no,NA,20,jun,3,-1,0,NA,11:57:37,11:59:28,no,111.0,11,57,37
CI688,27,retired,single,primary,no,802,no,no,cellular,22,sep,1,-1,0,NA,09:42:13,09:51:42,yes,569.0,9,42,13
CI689,21,entrepreneur,divorced,tertiary,no,519,no,no,NA,4,oct,1,-1,0,NA,12:22:31,12:22:36,no,5.0,12,22,31
