Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CarInsurance,Duration,CallStartHour,CallStartMinute,CallStartSecond
CI856,38.0,9.0,1.0,1.0,0,13.0,0,0,2,21,8,2,-1,0,-1,13:45:57,13:51:08,0,311.0,13,45,57
CI857,36.0,0.0,1.0,1.0,0,3268.0,0,0,2,9,4,2,-1,0,-1,17:35:10,17:42:19,0,429.0,17,35,10
CI858,26.0,7.0,2.0,1.0,0,256.0,1,0,2,4,5,2,-1,0,-1,10:18:33,10:20:14,0,101.0,10,18,33
CI859,37.0,4.0,2.0,2.0,0,8828.0,0,0,0,12,6,3,-1,0,-1,14:37:08,14:53:58,1,1010.0,14,37,8
CI860,43.0,4.0,1.0,2.0,0,62.0,1,0,2,23,7,3,-1,0,-1,10:06:30,10:10:02,0,212.0,10,6,30
CI861,43.0,4.0,1.0,2.0,0,1429.0,1,0,2,7,5,1,169,3,1,10:04:09,10:21:19,1,1030.0,10,4,9
CI862,41.0,4.0,0.0,2.0,0,846.0,0,1,2,23,7,3,-1,0,-1,09:10:17,09:13:43,0,206.0,9,10,17
CI863,27.0,6.0,2.0,1.0,0,50.0,0,0,2,29,1,1,-1,0,-1,09:09:54,09:12:42,0,168.0,9,9,54
CI864,39.0,9.0,1.0,1.0,0,603.0,0,1,2,15,4,1,-1,0,-1,14:14:44,14:18:18,1,214.0,14,14,44
CI865,61.0,5.0,1.0,0.0,0,56.0,0,0,2,7,9,3,-1,0,-1,16:55:44,17:00:32,1,288.0,16,55,44
CI866,57.0,4.0,0.0,2.0,0,6468.0,1,0,2,4,9,1,157,4,0,09:48:47,10:00:57,1,730.0,9,48,47
CI867,53.0,1.0,0.0,0.0,0,1.0,1,0,2,2,2,3,5,1,2,09:05:16,09:07:34,0,138.0,9,5,16
CI868,78.0,5.0,1.0,2.0,0,1204.0,0,0,1,17,11,1,-1,0,-1,15:50:14,15:52:29,1,135.0,15,50,14
CI869,35.0,4.0,2.0,2.0,0,538.0,0,0,2,22,12,3,165,2,2,13:08:19,13:15:09,1,410.0,13,8,19
CI870,42.0,10.0,1.0,0.0,1,581.0,1,0,2,13,5,1,370,2,0,17:15:38,17:19:22,0,224.0,17,15,38
CI871,35.0,1.0,1.0,1.0,0,0.0,1,1,2,20,4,3,-1,0,-1,15:20:11,15:22:14,0,123.0,15,20,11
CI872,44.0,4.0,1.0,2.0,0,1138.0,0,0,2,27,8,3,-1,0,-1,16:43:31,16:52:14,1,523.0,16,43,31
CI873,35.0,9.0,1.0,1.0,0,94.0,1,1,0,14,5,5,-1,0,-1,13:21:09,13:24:37,0,208.0,13,21,9
CI874,56.0,5.0,1.0,1.0,0,1206.0,1,0,2,15,6,2,-1,0,-1,17:27:06,17:33:28,1,382.0,17,27,6
CI875,34.0,9.0,2.0,1.0,0,161.0,0,0,2,21,8,1,-1,0,-1,12:54:15,13:01:01,0,406.0,12,54,15
CI876,55.0,3.0,1.0,0.0,0,2152.0,0,0,0,19,6,2,-1,0,-1,09:32:58,09:48:20,1,922.0,9,32,58
CI877,36.0,6.0,1.0,2.0,0,2012.0,0,0,2,10,2,7,-1,0,-1,15:40:34,15:43:42,0,188.0,15,40,34
CI878,25.0,1.0,2.0,1.0,0,1243.0,0,1,2,10,7,7,-1,0,-1,15:59:33,16:21:54,1,1341.0,15,59,33
CI879,42.0,1.0,1.0,1.0,0,2913.0,0,0,2,3,6,1,195,1,0,14:45:37,14:57:22,1,705.0,14,45,37
CI880,37.0,9.0,2.0,1.0,0,6714.0,1,0,0,23,5,1,-1,0,-1,10:30:30,10:32:00,0,90.0,10,30,30
CI881,43.0,7.0,2.0,1.0,0,848.0,0,0,0,5,6,2,-1,0,-1,13:52:47,13:55:35,0,168.0,13,52,47
CI882,36.0,10.0,1.0,1.0,0,1766.0,0,0,0,11,6,2,-1,0,-1,12:48:42,12:58:37,1,595.0,12,48,42
CI883,42.0,4.0,1.0,2.0,0,157.0,1,1,2,28,1,1,-1,0,-1,09:41:20,09:43:36,0,136.0,9,41,20
CI884,35.0,7.0,2.0,2.0,0,0.0,0,0,2,3,7,1,-1,0,-1,17:20:34,17:32:18,1,704.0,17,20,34
CI885,27.0,0.0,2.0,2.0,0,689.0,0,0,2,26,1,1,307,1,0,13:57:31,13:59:09,0,98.0,13,57,31
CI886,92.0,5.0,1.0,1.0,0,775.0,0,0,2,22,10,3,-1,0,-1,15:05:17,15:10:30,1,313.0,15,5,17
CI887,34.0,8.0,2.0,2.0,0,1011.0,0,0,2,1,6,1,-1,0,-1,16:30:02,16:34:15,1,253.0,16,30,2
CI888,59.0,4.0,1.0,2.0,0,296.0,0,1,2,15,7,3,-1,0,-1,16:32:17,16:45:42,1,805.0,16,32,17
CI889,57.0,4.0,1.0,2.0,0,334.0,1,0,2,15,5,2,365,2,0,14:04:59,14:07:48,0,169.0,14,4,59
CI890,26.0,8.0,2.0,1.0,0,8015.0,0,0,2,26,5,1,-1,0,-1,12:16:18,12:18:07,0,109.0,12,16,18
CI891,45.0,1.0,2.0,1.0,0,0.0,1,0,2,16,10,1,165,3,0,15:52:41,15:57:24,0,283.0,15,52,41
CI892,31.0,4.0,1.0,1.0,0,0.0,0,0,2,11,8,1,-1,0,-1,10:29:49,10:41:49,1,720.0,10,29,49
CI893,34.0,7.0,2.0,1.0,0,2257.0,0,1,1,30,1,2,-1,0,-1,17:06:26,17:15:54,0,568.0,17,6,26
CI894,49.0,3.0,1.0,0.0,0,889.0,0,0,1,7,7,1,-1,0,-1,10:06:19,10:12:47,1,388.0,10,6,19
CI895,33.0,9.0,0.0,1.0,0,464.0,0,0,2,4,2,4,-1,0,-1,09:31:15,09:34:42,0,207.0,9,31,15
CI896,38.0,9.0,2.0,1.0,0,2751.0,1,0,0,28,5,1,-1,0,-1,14:26:33,14:29:38,0,185.0,14,26,33
CI897,33.0,4.0,2.0,1.0,0,0.0,0,0,2,26,8,2,-1,0,-1,14:51:31,14:53:10,0,99.0,14,51,31
CI898,51.0,2.0,1.0,1.0,0,799.0,0,1,2,15,7,3,-1,0,-1,12:06:43,12:23:24,1,1001.0,12,6,43
CI899,46.0,0.0,0.0,1.0,0,2232.0,0,0,2,13,2,1,-1,0,-1,15:12:15,15:14:16,1,121.0,15,12,15
CI900,38.0,0.0,1.0,2.0,0,1988.0,0,0,2,2,6,1,67,4,1,16:17:24,16:19:07,1,103.0,16,17,24
CI901,31.0,0.0,2.0,1.0,0,1588.0,1,0,0,3,6,1,-1,0,-1,14:44:03,14:44:17,0,14.0,14,44,3
CI902,73.0,5.0,0.0,1.0,0,7111.0,1,0,2,12,10,1,-1,0,-1,10:02:40,10:05:06,1,146.0,10,2,40
CI903,39.0,1.0,1.0,1.0,0,660.0,1,1,2,7,5,4,168,3,0,14:23:03,14:24:36,0,93.0,14,23,3
CI904,59.0,6.0,1.0,2.0,0,185.0,0,0,2,4,2,1,-1,0,-1,11:27:57,11:32:40,0,283.0,11,27,57
CI905,37.0,2.0,2.0,1.0,0,22.0,1,0,2,15,5,1,-1,0,-1,17:21:21,17:26:38,1,317.0,17,21,21
CI906,60.0,5.0,1.0,1.0,0,1396.0,0,1,2,26,8,2,-1,0,-1,10:32:49,10:34:33,0,104.0,10,32,49
CI907,60.0,9.0,1.0,1.0,0,0.0,1,0,1,24,7,14,-1,0,-1,14:08:53,14:10:34,0,101.0,14,8,53
CI908,34.0,4.0,1.0,2.0,0,606.0,0,0,2,20,4,1,-1,0,-1,17:09:17,17:10:54,1,97.0,17,9,17
CI909,42.0,1.0,2.0,1.0,0,583.0,0,0,2,28,1,3,-1,0,-1,13:32:02,13:41:29,0,567.0,13,32,2
CI910,57.0,9.0,1.0,1.0,0,950.0,1,0,2,9,7,1,-1,0,-1,15:03:44,15:24:56,0,1272.0,15,3,44
CI911,43.0,1.0,0.0,0.0,0,177.0,0,0,2,3,2,1,-1,0,-1,10:56:21,10:58:25,0,124.0,10,56,21
CI912,48.0,4.0,1.0,1.0,0,876.0,0,1,2,31,7,16,-1,0,-1,12:33:37,12:33:43,0,6.0,12,33,37
CI913,49.0,7.0,1.0,1.0,0,199.0,1,0,2,31,7,25,-1,0,-1,11:29:47,11:30:15,0,28.0,11,29,47
CI914,48.0,9.0,1.0,1.0,0,566.0,0,0,2,7,8,3,-1,0,-1,09:51:07,09:51:58,0,51.0,9,51,7
CI915,36.0,9.0,0.0,1.0,0,556.0,1,0,2,18,11,3,189,1,0,13:48:36,13:51:10,0,154.0,13,48,36
CI916,30.0,0.0,2.0,1.0,0,270.0,0,0,2,30,4,1,80,1,1,14:55:20,15:02:37,1,437.0,14,55,20
CI917,44.0,2.0,1.0,0.0,0,5038.0,0,0,2,7,7,7,-1,0,-1,09:31:02,09:34:21,0,199.0,9,31,2
CI918,30.0,0.0,2.0,2.0,0,739.0,1,0,2,17,4,1,-1,0,-1,11:52:13,11:57:10,0,297.0,11,52,13
CI919,22.0,8.0,2.0,2.0,0,691.0,0,0,2,19,8,1,-1,0,-1,13:04:56,13:10:34,1,338.0,13,4,56
CI920,58.0,3.0,1.0,0.0,0,2387.0,0,0,0,18,6,2,-1,0,-1,12:47:39,12:48:34,0,55.0,12,47,39
CI921,35.0,4.0,2.0,2.0,0,643.0,1,0,0,23,5,1,-1,0,-1,14:15:27,14:20:49,0,322.0,14,15,27
CI922,43.0,9.0,0.0,1.0,0,773.0,1,0,2,17,4,2,-1,0,-1,17:20:14,17:26:52,0,398.0,17,20,14
CI923,39.0,4.0,1.0,1.0,0,2198.0,0,0,0,16,6,1,-1,0,-1,13:17:45,13:24:43,0,418.0,13,17,45
CI924,35.0,4.0,1.0,2.0,0,71.0,1,0,2,30,4,2,-1,0,-1,14:07:48,14:16:18,0,510.0,14,7,48
CI925,43.0,1.0,2.0,1.0,0,318.0,1,0,0,5,6,2,-1,0,-1,12:43:50,12:56:06,1,736.0,12,43,50
CI926,51.0,4.0,1.0,2.0,0,346.0,0,0,2,12,2,1,92,5,1,17:46:33,17:48:35,1,122.0,17,46,33
CI927,29.0,7.0,2.0,1.0,0,2.0,0,0,0,8,5,1,-1,0,-1,12:58:14,13:01:24,0,190.0,12,58,14
CI928,31.0,2.0,2.0,2.0,0,137.0,0,0,2,29,1,2,-1,0,-1,10:43:59,10:51:24,0,445.0,10,43,59
CI929,25.0,6.0,2.0,2.0,0,42.0,1,0,2,5,6,1,94,1,1,14:50:37,14:53:06,1,149.0,14,50,37
CI930,44.0,9.0,0.0,1.0,0,1262.0,1,0,0,26,5,11,-1,0,-1,09:45:11,09:58:19,1,788.0,9,45,11
CI931,37.0,1.0,1.0,1.0,0,604.0,1,0,2,7,10,1,495,1,0,15:55:09,16:01:20,1,371.0,15,55,9
CI932,34.0,1.0,2.0,1.0,0,550.0,1,0,2,20,4,3,346,1,0,14:15:17,14:16:47,0,90.0,14,15,17
CI933,34.0,1.0,1.0,0.0,0,288.0,1,0,0,19,5,1,-1,0,-1,12:22:30,12:33:13,0,643.0,12,22,30
CI934,44.0,4.0,1.0,2.0,0,0.0,1,0,2,31,7,5,-1,0,-1,10:40:37,10:41:26,0,49.0,10,40,37
CI935,34.0,7.0,1.0,1.0,0,694.0,1,0,0,26,5,1,-1,0,-1,17:15:58,17:17:00,0,62.0,17,15,58
CI936,55.0,9.0,2.0,2.0,0,92.0,1,0,0,7,5,3,-1,0,-1,10:28:21,10:30:19,0,118.0,10,28,21
CI937,31.0,0.0,1.0,1.0,0,23.0,0,0,2,14,7,3,-1,0,-1,13:41:44,13:43:01,0,77.0,13,41,44
CI938,39.0,0.0,1.0,1.0,0,2783.0,1,0,2,12,5,2,-1,0,-1,15:49:16,15:51:27,0,131.0,15,49,16
CI939,31.0,6.0,1.0,2.0,0,414.0,0,0,2,14,8,5,-1,0,-1,12:28:33,12:31:22,0,169.0,12,28,33
CI940,56.0,1.0,1.0,1.0,0,2750.0,0,0,2,11,8,2,-1,0,-1,12:35:33,12:37:28,0,115.0,12,35,33
CI941,52.0,4.0,1.0,2.0,0,3163.0,0,0,2,25,8,6,-1,0,-1,10:43:29,10:44:25,0,56.0,10,43,29
CI942,29.0,9.0,2.0,1.0,0,382.0,0,0,2,5,8,4,-1,0,-1,16:43:21,16:50:10,1,409.0,16,43,21
CI943,35.0,7.0,1.0,1.0,0,5.0,0,0,2,30,7,2,-1,0,-1,15:23:16,15:25:49,0,153.0,15,23,16
CI944,32.0,7.0,2.0,1.0,0,2881.0,0,0,2,2,7,1,-1,0,-1,14:40:20,14:46:16,1,356.0,14,40,20
CI945,29.0,6.0,2.0,2.0,0,121.0,1,0,0,30,5,2,-1,0,-1,13:36:45,14:01:45,1,1500.0,13,36,45
CI946,54.0,7.0,1.0,1.0,0,165.0,0,1,0,3,7,1,-1,0,-1,14:26:02,14:29:24,0,202.0,14,26,2
CI947,52.0,1.0,1.0,0.0,0,9804.0,1,1,2,18,8,4,-1,0,-1,15:08:06,15:10:41,0,155.0,15,8,6
CI948,39.0,0.0,1.0,1.0,0,46.0,0,0,0,3,6,2,-1,0,-1,15:41:31,15:44:38,0,187.0,15,41,31
CI949,52.0,4.0,1.0,2.0,0,1295.0,1,0,2,18,11,1,123,1,2,14:14:54,14:16:55,0,121.0,14,14,54
CI950,27.0,0.0,1.0,1.0,0,941.0,1,0,2,11,7,1,-1,0,-1,14:34:29,14:36:33,0,124.0,14,34,29
CI951,53.0,9.0,1.0,1.0,0,1319.0,0,0,0,19,6,3,-1,0,-1,12:14:02,12:36:00,1,1318.0,12,14,2
CI952,44.0,7.0,1.0,1.0,0,2439.0,1,0,2,30,7,2,-1,0,-1,10:53:51,10:56:04,0,133.0,10,53,51
CI953,52.0,0.0,0.0,1.0,0,121.0,1,0,2,24,7,2,-1,0,-1,17:25:16,17:29:17,0,241.0,17,25,16
CI954,59.0,4.0,1.0,1.0,0,1246.0,0,0,1,29,7,2,-1,0,-1,10:38:16,10:41:11,0,175.0,10,38,16
CI955,46.0,4.0,1.0,0.0,0,3229.0,1,0,2,20,4,1,-1,0,-1,14:02:05,14:27:55,1,1550.0,14,2,5
CI956,46.0,4.0,1.0,2.0,0,11385.0,0,0,2,24,3,3,-1,0,-1,09:17:41,09:22:10,1,269.0,9,17,41
CI957,25.0,4.0,2.0,2.0,0,1098.0,1,1,2,8,7,1,-1,0,-1,12:29:17,12:36:22,0,425.0,12,29,17
CI958,33.0,9.0,2.0,2.0,0,538.0,1,0,0,29,5,2,-1,0,-1,11:44:20,11:50:19,0,359.0,11,44,20
CI959,25.0,1.0,2.0,0.0,0,2483.0,0,0,2,10,7,3,-1,0,-1,17:48:27,18:13:26,1,1499.0,17,48,27
CI960,51.0,5.0,1.0,0.0,0,752.0,1,0,0,30,5,2,-1,0,-1,16:31:30,16:35:04,0,214.0,16,31,30
CI961,49.0,7.0,1.0,1.0,0,320.0,0,0,1,9,2,4,-1,0,-1,09:10:02,09:42:53,1,1971.0,9,10,2
CI962,44.0,1.0,1.0,1.0,0,647.0,1,0,2,6,4,2,-1,0,-1,16:01:45,16:06:21,0,276.0,16,1,45
CI963,45.0,1.0,2.0,1.0,1,0.0,0,1,2,16,7,2,-1,0,-1,11:22:30,11:25:04,0,154.0,11,22,30
CI964,39.0,7.0,2.0,1.0,0,158.0,1,0,2,21,11,1,168,2,0,15:32:05,15:35:08,0,183.0,15,32,5
CI965,32.0,9.0,1.0,2.0,0,2976.0,1,0,2,5,2,1,175,5,0,13:08:34,13:21:37,1,783.0,13,8,34
CI966,37.0,0.0,0.0,1.0,0,3834.0,1,0,0,21,5,1,-1,0,-1,13:27:14,13:28:26,0,72.0,13,27,14
CI967,43.0,4.0,1.0,2.0,0,1825.0,1,0,0,20,5,2,-1,0,-1,10:21:32,10:33:54,0,742.0,10,21,32
CI968,45.0,1.0,1.0,1.0,0,3092.0,1,1,2,12,5,2,-1,0,-1,11:53:00,11:56:00,0,180.0,11,53,0
CI969,46.0,4.0,1.0,2.0,0,2817.0,0,0,2,17,9,1,-1,0,-1,13:52:02,14:01:05,1,543.0,13,52,2
CI970,52.0,0.0,0.0,1.0,0,725.0,1,0,2,20,4,3,325,1,2,17:55:50,17:56:47,0,57.0,17,55,50
CI971,55.0,4.0,0.0,2.0,0,9756.0,1,0,2,5,6,2,95,1,2,17:08:48,17:10:31,1,103.0,17,8,48
CI972,50.0,9.0,1.0,1.0,0,2218.0,1,0,2,17,8,1,-1,0,-1,10:02:15,10:14:06,1,711.0,10,2,15
CI973,32.0,9.0,2.0,1.0,0,230.0,1,0,2,18,5,1,266,8,0,15:26:45,15:34:07,1,442.0,15,26,45
CI974,32.0,1.0,1.0,1.0,0,32.0,1,0,2,12,5,1,-1,0,-1,12:36:43,12:39:08,0,145.0,12,36,43
CI975,48.0,3.0,1.0,1.0,0,513.0,0,1,2,28,7,3,-1,0,-1,10:51:30,11:07:09,1,939.0,10,51,30
CI976,46.0,9.0,1.0,1.0,0,1167.0,1,0,2,21,11,2,-1,0,-1,16:41:32,17:07:12,1,1540.0,16,41,32
CI977,32.0,4.0,1.0,2.0,0,132.0,1,0,0,30,5,2,-1,0,-1,16:40:17,16:49:42,0,565.0,16,40,17
CI978,36.0,1.0,1.0,0.0,0,1925.0,1,0,2,20,4,2,-1,0,-1,09:29:40,09:44:44,1,904.0,9,29,40
CI979,34.0,1.0,1.0,1.0,0,320.0,1,0,2,12,8,1,828,2,0,13:57:22,14:03:14,1,352.0,13,57,22
CI980,31.0,4.0,2.0,2.0,0,0.0,0,0,2,21,8,2,-1,0,-1,14:21:22,14:25:25,0,243.0,14,21,22
CI981,33.0,9.0,1.0,1.0,0,806.0,0,0,2,17,4,1,-1,0,-1,14:59:31,15:01:19,1,108.0,14,59,31
CI982,39.0,7.0,1.0,1.0,0,2758.0,0,0,2,4,2,3,-1,0,-1,13:03:35,13:14:33,1,658.0,13,3,35
CI983,26.0,7.0,1.0,1.0,0,0.0,1,0,2,18,5,4,-1,0,-1,15:31:25,15:33:35,0,130.0,15,31,25
CI984,52.0,7.0,1.0,1.0,0,657.0,0,0,1,7,7,2,460,2,0,15:09:59,15:16:37,1,398.0,15,9,59
CI985,30.0,1.0,1.0,1.0,0,2.0,1,1,2,17,4,2,326,1,0,16:40:01,16:44:52,0,291.0,16,40,1
CI986,44.0,4.0,1.0,2.0,0,795.0,0,0,2,28,8,24,-1,0,-1,15:50:15,15:51:54,0,99.0,15,50,15
CI987,46.0,9.0,0.0,2.0,0,477.0,1,0,0,6,5,1,-1,0,-1,12:49:41,12:51:35,0,114.0,12,49,41
CI988,52.0,9.0,1.0,1.0,0,137.0,0,0,2,6,7,2,-1,0,-1,16:31:45,16:35:32,1,227.0,16,31,45
CI989,29.0,0.0,2.0,1.0,0,382.0,1,0,0,12,5,1,-1,0,-1,15:21:33,15:29:13,0,460.0,15,21,33
CI990,40.0,1.0,1.0,0.0,0,2495.0,1,0,2,12,5,2,354,3,2,14:00:52,14:03:07,0,135.0,14,0,52
CI991,38.0,4.0,1.0,2.0,0,980.0,0,0,0,3,6,5,-1,0,-1,14:22:31,14:33:33,0,662.0,14,22,31
CI992,41.0,4.0,1.0,2.0,0,768.0,0,0,2,7,8,3,-1,0,-1,15:43:57,15:47:46,0,229.0,15,43,57
CI993,33.0,6.0,2.0,2.0,0,61.0,0,0,2,19,8,3,-1,0,-1,15:10:19,15:24:15,1,836.0,15,10,19
CI994,29.0,1.0,1.0,1.0,0,1074.0,0,0,2,2,2,1,-1,0,-1,17:29:37,17:32:10,0,153.0,17,29,37
CI995,51.0,6.0,1.0,1.0,0,1178.0,0,0,2,6,8,2,-1,0,-1,15:49:00,15:57:50,0,530.0,15,49,0
CI996,35.0,4.0,1.0,2.0,0,8.0,0,0,2,23,4,3,-1,0,-1,14:02:03,14:03:36,1,93.0,14,2,3
CI997,61.0,4.0,1.0,2.0,0,997.0,0,0,2,10,3,1,-1,0,-1,12:21:47,12:23:33,1,106.0,12,21,47
CI998,52.0,6.0,1.0,1.0,0,273.0,0,0,0,7,5,1,-1,0,-1,15:57:45,16:01:32,0,227.0,15,57,45
CI999,52.0,9.0,1.0,1.0,0,420.0,0,0,0,16,5,4,-1,0,-1,15:41:07,15:42:59,0,112.0,15,41,7
CI1000,32.0,7.0,2.0,1.0,0,23.0,0,0,2,11,5,1,305,1,0,13:53:58,13:57:03,0,185.0,13,53,58
CI1001,33.0,0.0,1.0,1.0,0,370.0,1,0,2,7,5,1,345,1,0,16:10:45,16:15:06,1,261.0,16,10,45
CI1002,55.0,10.0,1.0,0.0,0,1212.0,0,0,2,31,8,1,92,1,0,12:39:02,12:43:03,0,241.0,12,39,2
CI1003,35.0,6.0,0.0,2.0,0,1354.0,1,0,0,23,5,2,-1,0,-1,09:38:15,09:50:31,1,736.0,9,38,15
CI1004,49.0,0.0,0.0,1.0,0,1718.0,0,1,2,5,8,1,-1,0,-1,11:09:27,11:12:58,1,211.0,11,9,27
CI1005,38.0,4.0,2.0,2.0,0,455.0,1,0,2,19,2,2,555,6,1,16:37:15,16:41:30,1,255.0,16,37,15
CI1006,40.0,4.0,1.0,1.0,0,406.0,1,0,0,12,6,2,-1,0,-1,15:40:46,15:50:23,1,577.0,15,40,46
CI1007,49.0,10.0,1.0,0.0,0,518.0,0,0,2,29,1,2,-1,0,-1,09:49:16,10:21:13,1,1917.0,9,49,16
CI1008,25.0,6.0,2.0,2.0,0,42.0,1,0,2,3,3,1,-1,0,-1,12:38:43,12:44:03,1,320.0,12,38,43
CI1009,32.0,4.0,1.0,2.0,0,943.0,1,0,2,30,1,2,2,2,2,16:20:58,16:27:40,0,402.0,16,20,58
CI1010,45.0,1.0,1.0,0.0,0,15515.0,0,0,2,4,8,2,-1,0,-1,17:48:45,17:51:32,0,167.0,17,48,45
CI1011,59.0,5.0,1.0,1.0,0,163.0,0,0,2,24,7,1,-1,0,-1,10:00:36,10:08:20,0,464.0,10,0,36
CI1012,44.0,7.0,1.0,0.0,0,3.0,1,0,2,7,5,1,-1,0,-1,14:58:15,15:02:03,0,228.0,14,58,15
CI1013,30.0,9.0,2.0,2.0,0,0.0,0,0,2,22,8,2,-1,0,-1,10:19:41,10:21:42,0,121.0,10,19,41
CI1014,50.0,1.0,1.0,1.0,0,1533.0,0,0,2,4,8,1,-1,0,-1,14:36:57,14:39:34,0,157.0,14,36,57
CI1015,29.0,1.0,1.0,1.0,0,580.0,1,1,2,17,4,2,-1,0,-1,15:20:40,15:42:31,1,1311.0,15,20,40
CI1016,42.0,1.0,0.0,1.0,0,685.0,1,0,0,30,5,4,-1,0,-1,10:03:04,10:06:28,0,204.0,10,3,4
CI1017,27.0,9.0,2.0,2.0,0,1075.0,0,0,2,2,3,1,-1,0,-1,17:59:47,18:10:45,1,658.0,17,59,47
CI1018,27.0,9.0,1.0,1.0,0,2183.0,1,1,0,21,5,1,-1,0,-1,10:37:00,10:51:17,1,857.0,10,37,0
CI1019,32.0,1.0,2.0,1.0,0,799.0,0,1,2,23,7,6,-1,0,-1,12:45:30,13:20:08,1,2078.0,12,45,30
CI1020,39.0,0.0,1.0,1.0,0,168.0,0,0,2,6,10,1,-1,0,-1,14:09:40,14:11:16,0,96.0,14,9,40
CI1021,50.0,0.0,1.0,0.0,0,82.0,0,0,2,22,8,4,-1,0,-1,13:40:43,13:42:24,0,101.0,13,40,43
CI1022,38.0,4.0,1.0,2.0,0,126.0,1,0,0,21,5,2,-1,0,-1,12:27:07,12:29:51,0,164.0,12,27,7
CI1023,33.0,8.0,1.0,1.0,0,1536.0,0,0,2,6,8,2,178,4,1,14:13:05,14:17:23,1,258.0,14,13,5
CI1024,39.0,2.0,2.0,2.0,0,0.0,0,0,1,28,1,1,-1,0,-1,10:20:54,10:21:22,0,28.0,10,20,54
CI1025,35.0,9.0,2.0,1.0,0,2144.0,1,0,0,13,5,2,-1,0,-1,15:31:25,15:34:33,0,188.0,15,31,25
CI1026,34.0,9.0,0.0,1.0,0,3997.0,1,0,0,20,5,1,-1,0,-1,10:06:59,10:12:19,0,320.0,10,6,59
CI1027,37.0,4.0,2.0,2.0,0,62.0,1,0,2,2,8,2,272,8,1,11:08:25,11:15:33,1,428.0,11,8,25
CI1028,53.0,4.0,1.0,2.0,0,618.0,0,0,2,11,8,2,-1,0,-1,14:02:21,14:03:34,0,73.0,14,2,21
CI1029,46.0,1.0,2.0,0.0,0,2851.0,1,0,0,19,5,2,-1,0,-1,11:52:48,11:54:50,0,122.0,11,52,48
CI1030,40.0,5.0,1.0,0.0,0,407.0,1,0,2,2,2,1,271,1,0,12:58:33,13:01:53,0,200.0,12,58,33
CI1031,54.0,4.0,1.0,2.0,0,154.0,0,0,0,9,5,3,-1,0,-1,16:04:56,16:07:31,0,155.0,16,4,56
CI1032,41.0,1.0,1.0,1.0,0,1384.0,1,0,0,15,5,4,-1,0,-1,10:06:22,10:25:44,1,1162.0,10,6,22
CI1033,38.0,5.0,1.0,1.0,0,304.0,0,0,2,11,5,1,350,5,2,12:52:21,12:53:55,0,94.0,12,52,21
CI1034,41.0,2.0,0.0,2.0,0,285.0,0,1,2,21,11,1,-1,0,-1,14:51:35,14:54:13,0,158.0,14,51,35
CI1035,41.0,3.0,1.0,1.0,0,879.0,0,0,0,5,6,2,-1,0,-1,17:20:17,17:37:50,1,1053.0,17,20,17
CI1036,34.0,1.0,2.0,1.0,0,317.0,1,0,2,17,4,3,346,1,2,13:13:13,13:21:51,0,518.0,13,13,13
CI1037,53.0,5.0,1.0,0.0,0,759.0,1,0,1,25,7,5,-1,0,-1,09:37:16,09:48:58,0,702.0,9,37,16
CI1038,54.0,9.0,1.0,1.0,0,1349.0,0,0,1,11,8,6,-1,0,-1,17:02:39,17:14:16,0,697.0,17,2,39
CI1039,43.0,1.0,2.0,0.0,0,999.0,1,0,0,12,6,1,-1,0,-1,10:56:19,11:01:36,0,317.0,10,56,19
CI1040,25.0,1.0,2.0,1.0,0,2007.0,0,0,2,12,1,2,-1,0,-1,16:05:43,16:10:08,1,265.0,16,5,43
CI1041,48.0,0.0,2.0,1.0,0,1544.0,1,0,1,30,6,1,450,2,0,15:05:05,15:09:28,1,263.0,15,5,5
CI1042,44.0,4.0,1.0,1.0,0,282.0,0,0,2,9,3,2,154,3,1,13:04:17,13:15:57,1,700.0,13,4,17
CI1043,40.0,4.0,1.0,2.0,0,226.0,1,0,2,12,5,2,-1,0,-1,16:06:23,16:10:45,0,262.0,16,6,23
CI1044,44.0,6.0,2.0,2.0,0,1367.0,1,0,2,13,4,3,146,1,2,15:28:20,15:48:52,1,1232.0,15,28,20
CI1045,30.0,9.0,2.0,2.0,0,2832.0,0,0,2,18,8,6,-1,0,-1,16:29:29,16:35:19,0,350.0,16,29,29
CI1046,48.0,10.0,0.0,1.0,0,201.0,0,0,2,11,8,1,-1,0,-1,10:59:39,11:01:59,1,140.0,10,59,39
CI1047,38.0,0.0,1.0,1.0,0,532.0,1,0,2,23,7,1,-1,0,-1,12:18:57,12:20:32,0,95.0,12,18,57
CI1048,49.0,1.0,1.0,1.0,0,2039.0,1,0,2,6,5,1,169,2,0,12:42:54,12:50:25,1,451.0,12,42,54
CI1049,42.0,9.0,0.0,2.0,0,21.0,1,0,0,20,6,7,-1,0,-1,14:56:33,14:56:42,0,9.0,14,56,33
CI1050,39.0,4.0,1.0,2.0,0,285.0,1,0,2,15,7,3,-1,0,-1,15:18:33,15:32:31,1,838.0,15,18,33
CI1051,51.0,7.0,2.0,1.0,0,516.0,1,0,2,13,5,1,363,1,0,13:55:39,14:01:49,0,370.0,13,55,39
CI1052,60.0,10.0,1.0,0.0,0,0.0,0,0,2,22,7,1,412,1,2,11:48:14,12:08:07,1,1193.0,11,48,14
